Threshold,Precision,Recall,F1 Score
0.1,0.09652712202287272,0.9983722192078134,0.17603444152116718
0.2,0.1216895742541066,0.9848073792729246,0.21661296097386323
0.30000000000000004,0.15078004457397565,0.9544221378187737,0.26041897993929974
0.4,0.17963240008548836,0.9120998372219208,0.3001517721631997
0.5,0.2107201309328969,0.8383071079761258,0.33678474114441415
0.6,0.25479400037972283,0.728160607704829,0.37749648382559775
0.7000000000000001,0.3104862331575864,0.5751492132392838,0.4032718280388054
0.8,0.39281437125748503,0.35594139989148127,0.3734699686877313
0.9,0.5830388692579506,0.08952794357026587,0.15522107243650046
